pokemon_id,move_id,level,order
141,378,63,
141,400,72,
142,423,1,1
142,424,1,2
142,422,1,3
142,17,1,4
142,48,1,5
142,44,1,6
142,184,1,7
142,46,9
142,97,17
142,246,25
142,242,33
142,36,41
142,507,49
142,442,57
142,63,65
142,157,73
142,416,81
143,33,1
143,111,4
143,133,9
143,122,12
143,187,17
143,281,20
143,498,25,
143,156,28,1
143,173,28,2
143,214,33,
143,34,36,
143,335,41,
143,205,44,
143,242,49,
143,484,52,
143,416,57,
144,16,1,1
144,181,1,2
144,54,8,
144,420,15,
144,170,22,
144,246,29,
144,97,36,
144,58,43,
144,115,50,
144,355,57,
144,366,64,
144,59,71,
144,329,78,
144,258,85,
144,542,92,
145,64,1,1
145,84,1,2
145,86,8,
145,197,15,
145,365,22,
145,246,29,
145,268,36,
145,97,43,
145,435,50,
145,355,57,
145,113,64,
145,65,71,
145,87,78,
145,240,85,
145,192,92,
146,17,1,1
146,52,1,2
146,83,8,
146,97,15,
146,203,22,
146,246,29,
146,53,36,
146,219,43,
146,403,50,
146,355,57,
146,257,64,
146,76,71,
146,143,78,
146,241,85,
146,542,92,
147,35,1,1
147,43,1,2
147,86,5,
147,239,11,
147,82,15,
147,21,21,
147,97,25,
147,525,31,
147,401,35,
147,407,41,
147,219,45,
147,349,51,
147,200,55,
147,63,61,
148,35,1,1
148,43,1,2
148,86,1,3
148,239,1,4
148,86,5,
148,239,11,
148,82,15,
148,21,21,
148,97,25,
148,525,33,
148,401,39,
148,407,47,
148,219,53,
148,349,61,
148,200,67,
148,63,75,
149,7,1,1
149,9,1,2
149,355,1,3
149,35,1,4
149,43,1,5
149,86,1,6
149,239,1,7
149,86,5,
149,239,11,
149,82,15,
149,21,21,
149,97,25,
149,525,33,
149,401,39,
149,407,47,
149,219,53,
149,17,55,
149,349,61,
149,200,67,
149,63,75,
149,542,81,
150,93,1,1
150,50,1,2
150,112,1,3
150,129,8,
150,248,15,
150,244,22,
150,357,29,
150,54,36,
150,427,43,
150,133,50,
150,384,57,1
150,385,57,2
150,94,64,
150,382,71,
150,105,79,
150,219,86,
150,396,93,
150,540,100,
151,1,1,1
151,513,1,2
151,144,1,3
151,5,10,
151,118,20,
151,94,30,
151,112,40,
151,246,50,
151,133,60,
151,382,70,
151,226,80,
151,417,90,
151,396,100,
152,33,1,1
152,45,1,2
152,75,6,
152,77,9,
152,235,12,
152,115,17,
152,345,20,
152,363,23,
152,230,28,
152,113,31,
152,34,34,
152,219,39,
152,312,42,
152,76,45,
153,33,1,1
153,45,1,2
153,75,1,3
153,77,1,4
153,75,6,
153,77,9,
153,235,12,
153,115,18,
153,345,22,
153,363,26,
153,230,32,
153,113,36,
153,34,40,
153,219,46,
153,312,50,
153,76,54,
154,33,1,1
154,45,1,2
154,75,1,3
154,77,1,4
154,75,6,
154,77,9,
154,235,12,
154,115,18,
154,345,22,
154,363,26,
154,80,32,
154,230,34,
154,113,40,
154,34,46,
154,219,54,
154,312,60,
154,76,66,
155,33,1,1
155,43,1,2
155,108,6,
155,52,10,
155,98,13,
155,172,19,
155,111,22,
155,488,28,
155,129,31,
155,436,37,
155,53,40,
155,517,46,
155,205,49,
155,38,55,
155,284,58,
156,33,1,1
156,43,1,2
156,108,1,3
156,108,6,
156,52,10,
156,98,13,
156,172,20,
156,111,24,
156,129,31,
156,488,35,
156,436,42,
156,53,46,
156,517,53,
156,205,57,
156,38,64,
156,284,68,
157,360,1,1
157,33,1,2
157,43,1,3
157,108,1,4
157,52,1,5
157,108,6,
157,52,10,
157,98,13,
157,172,20,
157,111,24,
157,129,31,
157,488,35,
157,436,43,
157,53,48,
157,517,56,
157,205,61,
157,38,69,
157,284,74,
158,10,1,1
158,43,1,2
158,55,6,
158,99,8,
158,44,13,
158,184,15,
158,423,20,
158,175,22,
158,242,27,
158,498,29,
158,163,34,
158,103,36,
158,37,41,
158,401,43,
158,276,48,
158,56,50,
159,10,1,1
159,43,1,2
159,55,1,3
159,55,6,
159,99,8,
159,44,13,
159,184,15,
159,423,21,
159,175,24,
159,242,30,
159,498,33,
159,163,39,
159,103,42,
159,37,48,
159,401,51,
159,276,57,
159,56,60,
160,10,1,1
160,43,1,2
160,55,1,3
160,99,1,4
160,55,6,
160,99,8,
160,44,13,
160,184,15,
160,423,21,
160,175,24,
160,97,30,
160,242,32,
160,498,37,
160,163,45,
160,103,50,
160,37,58,
160,401,63,
160,276,71,
160,56,76,
161,10,1,1
161,193,1,2
161,111,4,
161,98,7,
161,154,13,
161,270,16,
161,266,19,
161,21,25,
161,156,28,
161,389,31,
161,133,36,
161,226,39,
161,382,42,
161,304,47,
162,10,1,1
162,193,1,2
162,111,1,3
162,98,1,4
162,111,4,
162,98,7,
162,154,13,
162,270,17,
162,266,21,
162,21,28,
162,156,32,
162,389,36,
162,133,42,
162,226,46,
162,382,50,
162,304,56,
163,33,1,1
163,45,1,2
163,193,1,3
163,95,5,
163,64,9,
163,253,13,
163,115,17,
163,93,21,
163,497,25,
163,36,29,
163,403,33,
163,428,37,
163,485,41,
163,326,45,
163,375,49,
163,355,53,
163,138,57,
164,143,1,1
164,33,1,2
164,45,1,3
164,193,1,4
164,95,1,5
164,95,5,
164,64,9,
164,253,13,
164,115,17,
164,93,22,
164,497,27,
164,36,32,
164,403,37,
164,428,42,
164,485,47,
164,326,52,
164,375,57,
164,355,62,
164,138,67,
165,33,1,
165,48,6,
165,4,9,
165,113,14,1
165,115,14,2
165,219,14,3
165,183,17,
165,226,22,
165,318,25,
165,97,30,
165,129,33,
165,38,38,
165,405,41,
166,33,1,1
166,48,1,2
166,4,1,3
166,48,6,
166,4,9,
166,113,14,1
166,115,14,2
166,219,14,3
166,183,17,
166,226,24,
166,318,29,
166,97,36,
166,129,41,
166,38,48,
166,405,53,
167,40,1,1
167,81,1,2
167,184,5,
167,132,8,
167,141,12,
167,101,15,
167,425,19,
167,154,22,
167,389,26,
167,169,29,
167,97,33,
167,42,36,
167,94,40,
167,398,43,
167,440,47,
168,450,1,1
168,40,1,2
168,81,1,3
168,184,1,4
168,132,1,5
168,184,5,
168,132,8,
168,141,12,
168,101,15,
168,425,19,
168,154,23,
168,389,28,
168,169,32,
168,97,37,
168,42,41,
168,94,46,
168,398,50,
168,440,55,
169,440,1,1
169,103,1,2
169,141,1,3
169,48,1,4
169,310,1,5
169,48,4,
169,310,8,
169,44,12,
169,17,15,
169,109,19,
169,129,24,
169,314,28,
169,512,33,
169,212,38,
169,305,42,
169,114,47,
169,403,52,
170,48,1,1
170,145,1,2
170,86,6,
170,175,9,
170,109,12,
170,55,17,
170,209,20,
170,36,23,
170,486,28,
170,61,31,
170,324,34,
170,435,39,
170,392,42,
170,56,45,
170,268,50,
171,145,1,1
171,48,1,2
171,86,1,3
171,86,6,
171,175,9,
171,55,12,
171,109,17,
171,209,20,
171,36,23,
171,254,27,1
171,256,27,2
171,255,27,3
171,486,30,
171,61,35,
171,324,40,
171,435,47,
171,392,52,
171,56,57,
171,268,64,
172,84,1,1
172,204,1,2
172,39,5,
172,86,10,
172,186,13,
172,417,18,
173,1,1,1
173,204,1,2
173,227,4,
173,47,7,
173,186,10,
173,383,13,
173,345,16,
174,47,1,1
174,204,1,2
174,111,5,
174,1,9,
174,186,13,
174,383,17,
175,45,1,1
175,204,1,2
175,118,5,
175,186,9,
175,281,13,
175,227,17,
175,266,21,
175,516,25,
175,273,29,
175,246,33,
175,219,37,
175,226,41,
175,38,45,
175,387,49,
175,495,53,
176,345,1,1
176,45,1,2
176,204,1,3
176,118,1,4
176,186,1,5
176,118,5,
176,186,9,
176,281,13,
176,227,17,
176,266,21,
176,516,25,
176,273,29,
176,246,33,
176,219,37,
176,226,41,
176,38,45,
176,387,49,
176,495,53,
177,64,1,1
177,43,1,2
177,101,6,
177,100,9,
177,381,12,
177,357,17,
177,382,20,
177,109,23,
177,273,28,
177,375,33,
177,248,36,
177,500,39,
177,466,44,
177,384,47,1
177,385,47,2
177,94,50,
178,64,1,1
178,43,1,2
178,101,6,
178,100,9,
178,381,12,
178,357,17,
178,382,20,
178,109,23,
178,366,27,
178,273,30,
178,375,37,
178,248,42,
178,500,47,
178,466,54,1
178,384,54,2
178,385,59,
178,94,66,
179,33,1,1
179,45,1,2
179,86,4,
179,84,8,
179,178,11,
179,268,15,
179,36,18,
179,486,22,
179,109,25,
179,408,29,
179,435,32,
179,538,36,
179,324,39,
179,113,43,
179,87,46,
180,33,1,1
180,45,1,2
180,86,1,3
180,84,1,4
180,86,4,
180,84,8,
180,178,11,
180,268,16,
180,36,20,
180,486,25,
180,109,29,
180,408,34,
180,435,38,
180,538,43,
180,324,47,
180,113,52,
180,87,56,
181,7,1,1
181,33,1,2
181,45,1,3
181,86,1,4
181,84,1,5
181,86,4,
181,84,8,
181,178,11,
181,268,16,
181,36,20,
181,486,25,
181,109,29,
181,9,30,
181,408,35,
181,435,40,
181,538,46,
181,324,51,
181,113,57,
181,87,62,
182,348,1,1
182,72,1,2
182,230,1,3
182,78,1,4
182,241,1,5
182,345,23,
182,437,53,
183,33,1,1
183,145,1,2
183,39,2,
183,346,5,
183,55,7,
183,111,10,1
183,205,10,2
183,61,13,
183,270,16,
183,401,20,
183,38,23,
183,392,28,
183,240,31,
183,276,37,
183,56,40,
184,33,1,1
184,145,1,2
184,39,1,3
184,346,1,4
184,39,2,
184,346,5,
184,55,7,
184,111,10,1
184,205,10,2
184,61,13,
184,270,16,
184,401,21,
184,38,25,
184,392,31,
184,240,35,
184,276,42,
184,56,46,
185,452,1,1
185,383,1,2
185,175,1,3
185,67,1,4
185,88,1,5
185,175,5,
185,67,8,
185,88,12,
185,102,15,1
185,21,15,2
185,185,19,
185,317,22,
185,335,26,
185,157,29,
185,68,33,
185,389,36,
185,38,40,
185,444,43,
185,359,47,
186,61,1,1
186,95,1,2
186,3,1,3
186,195,1,4
186,207,27,
186,340,37,
186,304,48,
187,150,1,
187,235,4,
187,39,7,
187,33,10,
187,77,12,
187,78,14,
187,79,16,
187,331,19,
187,73,22,
187,72,25,
187,512,28,
187,476,31,
187,178,34,
187,369,37,
187,388,40,
187,202,43,
187,340,46,
187,262,49,
188,150,1,1
188,235,1,2
188,39,1,3
188,33,1,4
188,235,4,
188,39,7,
188,33,10,
188,77,12,
188,78,14,
188,79,16,
188,331,20,
188,73,24,
188,72,28,
188,512,32,
188,476,36,
188,178,40,
188,369,44,
188,388,48,
188,202,52,
188,340,56,
188,262,60,
189,150,1,1
189,235,1,2
189,39,1,3
189,33,1,4
189,235,4,
189,39,7,
189,33,10,
189,77,12,
189,78,14,
189,79,16,
189,331,20,
189,73,24,
189,72,29,
189,512,34,
189,476,39,
189,178,44,
189,369,49,
189,388,54,
189,202,59,
189,340,64,
189,262,69,
190,10,1,1
190,39,1,2
190,28,4,
190,310,8,
190,226,11,
190,321,15,
190,154,18,
190,129,22,
190,103,25,
190,97,29,
190,458,32,
190,374,36,
190,417,39,
190,387,43,
191,71,1,1
191,74,1,2
191,275,4,
191,320,7,
191,72,10,
191,73,13,
191,75,16,
191,388,19,
191,202,22,
191,283,25,
191,235,28,
191,363,31,
191,76,34,
191,38,37,
191,241,40,
191,402,43,
192,71,1,1
192,1,1,2
192,74,1,3
192,275,4,
192,320,7,
192,72,10,
192,73,13,
192,75,16,
192,388,19,
192,202,22,
192,331,25,
192,80,28,
192,363,31,
192,76,34,
192,38,37,
192,241,40,
192,437,43,
193,33,1,1
193,193,1,2
193,98,6,
193,104,11,
193,49,14,
193,197,17,
193,48,22,
193,253,27,
193,228,30,
193,246,33,
193,95,38,
193,17,43,
193,103,46,
193,369,49,
193,403,54,
193,405,57,
194,55,1,1
194,39,1,2
194,300,5,
194,341,9,
194,21,15,
194,426,19,
194,133,23,
194,281,29,
194,89,33,
194,240,37,
194,54,43,1
194,114,43,2
194,330,47,
195,55,1,1
195,39,1,2
195,300,1,3
195,300,5,
195,341,9,
195,21,15,
195,426,19,
195,133,24,
195,281,31,
195,89,36,
195,240,41,
195,54,48,1
195,114,48,2
195,330,53,
196,270,1,1
196,33,1,2
196,39,1,3
196,28,5,
196,93,9,
196,98,13,
196,129,17,
196,60,21,
196,248,25,
196,244,29,
196,234,33,
196,94,37,
196,387,41,
196,384,45,
197,270,1,1
197,33,1,2
197,39,1,3
197,28,5,
197,228,9,
197,98,13,
197,109,17,
197,185,21,
197,372,25,
197,103,29,
197,236,33,
197,212,37,
197,387,41,
197,385,45,
198,64,1,1
198,310,1,2
198,228,5,
198,114,11,
198,17,15,
198,101,21,
198,372,25,
198,269,31,
198,185,35,
198,212,41,
198,492,45,
198,366,51,
198,389,55,
198,259,61,
198,511,65,
199,408,1,1
199,237,1,2
199,174,1,3
199,281,1,4
199,33,1,5
199,45,5,
199,55,9,
199,93,14,
199,50,19,
199,29,23,
199,352,28,
199,428,32,
199,417,36,
199,207,41,
199,94,45,
199,376,49,
199,244,54,
199,505,58,
200,45,1,1
200,149,1,2
200,180,5,
200,310,10,
200,109,14,
200,212,19,
200,506,23,
200,60,28,
200,220,32,
200,371,37,
200,247,41,
200,195,46,
200,288,50,
200,408,55,
201,237,1,
202,68,1,1
202,243,1,2
202,219,1,3
202,194,1,4
203,384,1,1
203,385,1,2
203,310,1,3
203,33,1,4
203,45,1,5
203,93,1,6
203,316,5,
203,23,10,
203,97,14,
203,60,19,
203,226,23,
203,372,28,
203,458,32,
203,94,37,
203,428,41,
203,242,46,
204,33,1,1
204,182,1,2
204,120,6,
204,450,9,
204,36,12,
204,229,17,
204,117,20,
204,363,23,
204,191,28,
204,371,31,
204,153,34,
204,334,39,
204,360,42,
204,38,45,
205,390,1,1
205,33,1,2
205,182,1,3
205,120,1,4
205,450,1,5
205,120,6,
205,450,9,
205,36,12,
205,229,17,
205,117,20,
205,363,23,
205,191,28,
205,429,31,
205,475,32,
205,371,36,
205,153,42,
205,334,46,
205,360,50,
205,38,56,
205,393,60,
205,192,64,
205,484,70,
206,99,1,1
206,111,1,2
206,205,4,
206,180,7,
206,228,10,
206,103,13,
206,281,16,
206,246,19,
206,36,22,
206,355,25,
206,137,28,
206,91,31,
206,38,34,
206,489,37,
206,203,40
206,529,43
206,283,46
206,175,49
207,40,1
207,28,4
207,106,7
207,282,10
207,98,13
207,210,16
207,185,19
207,512,22
207,163,27
207,369,30
207,103,35
207,404,40
207,327,45,
207,14,50,
207,12,55,
208,422,1,1
208,423,1,2
208,424,1,3
208,300,1,4
208,33,1,5
208,106,1,6
208,20,1,7
208,174,4,
208,88,7,
208,99,10,
208,317,13,
208,446,16,
208,475,19,
208,479,22,
208,225,25,
208,21,28,
208,103,31,
208,157,34,
208,242,37,
208,231,40,
208,91,43,
208,444,46,
208,38,49,
208,201,52,
209,423,1,1
209,424,1,2
209,422,1,3
209,33,1,4
209,184,1,5
209,39,1,6
209,204,1,7
209,44,7,
209,122,13,
209,29,19,
209,46,25,
209,99,31,
209,36,37,
209,371,43,
209,242,49,
210,423,1,1
210,424,1,2
210,422,1,3
210,33,1,4
210,184,1,5
210,39,1,6
210,204,1,7
210,44,7,
210,122,13,
210,29,19,
210,46,27,
210,99,35,
210,36,43,
210,371,51,
210,242,59,
210,200,67,
211,191,1,1
211,33,1,2
211,40,1,3
211,106,9,1
211,107,9,2
211,55,13,
211,205,17,
211,390,21,
211,254,25,1
211,255,25,2
211,279,29,
211,362,33,
211,42,37,
211,36,41,
211,401,45,
211,398,49,
211,194,53,
211,56,57,
212,418,1,1
212,98,1,2
212,43,1,3
212,116,5,
212,228,9,
212,206,13,
212,97,17,
212,232,21,
212,210,25,
212,163,29,
212,13,33,
212,334,37,
212,404,41,
212,400,45,
212,458,49,
212,442,53,
212,14,57,
212,364,61,
213,110,1,1
213,132,1,2
213,117,1,3
213,205,1,4
213,227,5,
213,35,9,
213,522,12,
213,219,16,
213,156,20,
213,88,23,
213,380,27,
213,379,31,
213,504,34,
213,157,38,
213,450,42,
213,471,45,1
213,470,45,2
213,444,49,
214,400,1,1
214,33,1,2
214,43,1,3
214,30,1,4
214,203,1,5
214,31,7,
214,332,10,
214,498,16,
214,68,19,
214,280,25,
214,36,28,
214,370,34,
214,364,37,
214,179,43,
214,224,46,
215,10,1,1
215,43,1,2
215,269,1,3
215,98,8,
215,185,10,
215,196,14,
215,154,16,
215,97,20,
215,232,22,
215,468,25,
215,251,28,
215,103,32,
215,163,35,
215,289,40,
215,386,44,
215,420,47,
216,343,1,1
216,10,1,2
216,43,1,3
216,122,1,4
216,313,1,5
216,154,8,
216,185,15,
216,230,22,
216,163,29,
216,204,36,
216,156,43,1
216,173,43,2
216,37,50,
216,374,57,
217,343,1,1
217,10,1,2
217,43,1,3
217,122,1,4
217,313,1,5
217,154,8,
217,185,15,
217,230,22,
217,163,29,
217,184,38,
217,156,47,
217,173,49,
217,37,58,
217,359,67,
218,281,1,1
218,123,1,2
218,52,5,
218,88,10,
218,106,14,
218,105,19,
218,481,23,
218,246,28,
218,133,32,
218,436,37,
218,157,41,
218,34,46,
218,53,50,
218,414,55,
219,281,1,1
219,123,1,2
219,52,1,3
219,88,1,4
219,52,5,
219,88,10,
219,106,14,
219,105,19,
219,481,23,
219,246,28,
219,133,32,
219,436,37,
219,504,38,
219,157,44,
219,34,52,
219,53,59,
219,414,67,
220,33,1,1
220,316,1,2
220,300,5,
220,181,8,
220,189,11,
220,203,14,
220,426,18,
220,196,21,
220,420,24,
220,36,28,
220,54,35,
220,89,37,
220,175,40,
220,59,44,
220,133,48,
221,246,1,1
221,64,1,2
221,316,1,3
221,300,1,4
221,181,1,5
221,300,5,
221,181,8,
221,189,11
221,203,14
221,426,18
221,196,21
221,423,24
221,36,28
221,31,33
221,54,37
221,37,41
221,89,46
221,59,52
221,133,58
222,33,1
222,106,4
222,145,8
222,105,10
222,287,13
222,61,17
222,246,20
222,381,23
222,131,27
222,334,29
222,350,31
222,203,35
222,392,38
222,408,41
222,243,45
222,414,47
222,175,52
223,55,1
223,199,6
223,60,10
223,62,14,
223,61,18,
223,116,22,
223,352,26,
223,324,30,
223,58,34,
223,331,38,
223,56,42,
223,63,46,
223,487,50,
224,441,1,1
224,350,1,2
224,55,1,3
224,132,1,4
224,60,1,5
224,62,1,6
224,132,6,
224,60,10,
224,62,14,
224,61,18,
224,116,22,
224,190,25,
224,378,28,
224,324,34,
224,58,40,
224,331,46,
224,56,52,
224,63,58,
224,487,64,
225,217,1,
226,60,1,1
226,331,1,2
226,324,1,3
226,33,1,4
226,145,1,5
226,48,1,6
226,61,1,7
226,48,3,
226,61,7,
226,109,11,
226,17,14,
226,29,16,
226,352,19,
226,469,23,
226,36,27,
226,97,32,
226,403,36,
226,392,39,
226,340,46,
226,56,49,
227,43,1,1
227,64,1,2
227,28,6,
227,129,9,
227,97,12,
227,31,17,
227,364,20,
227,314,23,
227,191,28,
227,319,31,
227,211,34,
227,475,39,
227,403,42,
227,163,45,
227,400,50,
228,43,1,1
228,52,1,2
228,336,4,
228,123,8,
228,46,13,
228,44,16,
228,316,20,
228,251,25,
228,424,28,
228,185,32,
228,373,37,
228,492,40,
228,53,44,
228,242,49,
228,417,52,
228,517,56,
229,422,1,1
229,43,1,2
229,52,1,3
229,336,1,4
229,123,1,5
229,336,4,
229,123,8,
229,46,13,
229,44,16,
229,316,20,
229,251,26,
229,424,30,
229,185,35,
229,373,41,
229,492,45,
229,53,50,
229,242,56,
229,417,60,
229,517,65,
230,281,1,1
230,145,1,2
230,108,1,3
230,43,1,4
230,55,1,5
230,108,4,
230,43,8,
230,55,11,
230,116,14,
230,61,18,
230,97,23,
230,239,26,
230,362,30,
230,56,40,
230,349,48,
230,406,57,
231,316,1,1
231,33,1,2
231,45,1,3
231,111,1,4
231,175,6,
231,36,10,
231,205,15,
231,363,19,
231,21,24,
231,203,28,
231,204,33,
231,387,37,
231,38,42,
232,424,1,1
232,422,1,2
232,30,1,3
232,45,1,4
232,111,1,5
232,523,1,6
232,229,6,
232,282,10,
232,205,15,
232,222,19,
232,21,24,
232,31,25,
232,372,31,
232,184,39,
232,89,46,
232,416,54,
233,176,1,1
233,33,1,2
233,160,1,3
233,111,1,4
233,60,7,
233,97,12,
233,105,18,
233,393,23,
233,324,29,
233,278,34,
233,435,40,
233,199,45,
233,161,51,
233,277,56,
233,192,62,
233,63,67
234,33,1
234,43,3
234,310,7
234,95,10
234,23,13
234,28,16
234,36,21
234,109,23
234,347,27
234,272,33
234,428,38
234,26,43
234,286,49
234,445,53
234,382,55
235,166,1,
235,166,11,
235,166,21,
235,166,31,
235,166,41,
235,166,51,
235,166,61,
235,166,71,
235,166,81,
235,166,91,
236,33,1,1
236,270,1,2
236,252,1,3
236,193,1,4
237,279,1,1
237,27,1,2
237,116,6,
237,228,10,
237,98,15,
237,167,19,
237,229,24,
237,68,28,
237,364,33,
237,97,37,
237,360,42,
237,469,46,1
237,501,46,2
237,197,51,
237,370,55,
237,283,60,
238,1,1,
238,122,5,
238,186,8,
238,181,11,
238,93,15,
238,47,18,
238,531,21,
238,212,25,
238,313,28,
238,381,31,
238,419,35,
238,94,38,
238,383,41,
238,195,45,
238,59,48,
239,98,1,1
239,43,1,2
239,84,5,
239,67,8,
239,129,12,
239,351,15,
239,86,19,
239,486,22,
239,113,26,
239,9,29,
239,435,33,
239,103,36,
239,85,40,
239,87,43,
240,123,1,1
240,43,1,2
240,52,5,
240,108,8,
240,185,12,
240,83,15
240,499,19
240,481,22
240,109,26
240,7,29
240,436,33
240,241,36
240,53,40
240,126,43
241,33,1
241,45,3
241,111,5
241,23,8
241,208,11
241,117,15
241,205,19
241,34,24,
241,428,29,
241,445,35,
241,360,41,
241,215,48,
241,358,55,
242,111,1,1
242,1,1,2
242,45,1,3
242,39,5,
242,287,9,
242,3,12,
242,135,16,
242,516,20,
242,107,23,
242,36,27,
242,47,31,
242,374,34,
242,505,38,
242,121,42,
242,113,46,
242,361,50,
242,38,54,
243,44,1,1
243,43,1,2
243,84,8,
243,46,15,
243,98,22,
243,209,29,
243,115,36,
243,242,43,
243,422,50,
243,435,57,
243,326,64,
243,240,71,
243,347,78,
243,87,85,
244,44,1,1
244,43,1,2
244,52,8,
244,46,15,
244,83,22,
244,23,29,
244,53,36,
244,207,43,
244,424,50,
244,436,57,
244,326,64,
244,126,71,
244,347,78,
244,284,85,
245,44,1,1
245,43,1,2
245,61,8,
245,240,15,
245,16,22,
245,62,29,
245,54,36,
245,243,43,
245,423,50,
245,366,57,
245,326,64,
245,56,71,
245,347,78,
245,59,85,
246,44,1,1
246,43,1,2
246,201,5,
246,103,10,
246,498,14,
246,157,19,
246,184,23,
246,37,28,
246,399,32,
246,371,37,
246,242,41,
246,89,46,
246,444,50,
246,63,55,
247,44,1,1
247,43,1,2
247,201,1,3
247,103,1,4
247,201,5,
247,103,10,
247,498,14,
247,157,19,
247,184,23,
247,37,28,
247,399,34,
247,371,41,
247,242,47,
247,89,54,
247,444,60,
247,63,67,
248,422,1,1
248,423,1,2
248,424,1,3
248,44,1,4
248,43,1,5
248,201,1,6
248,103,1,7
248,201,5,
248,103,10,
248,498,14,
248,157,19,
248,184,23,
248,37,28,
248,399,34,
248,371,41,
248,242,47,
248,89,54,
248,444,63,
248,63,73,
248,416,82,
249,18,1,1
249,311,1,2
249,16,9,
249,407,15,
249,326,23,
249,240,29,
249,56,37,
249,177,43,
249,386,50,
249,246,57,
249,219,65,
249,105,71,
249,248,79,
249,363,85,
249,347,93,
249,143,99,
250,18,1,1
250,311,1,2
250,16,9,
250,413,15,
250,326,23,
250,241,29,
250,126,37,
250,221,43,
250,386,50,
250,246,57,
250,219,65,
250,105,71,
250,248,79,
250,363,85,
250,347,93,
250,143,99,
251,73,1,1
251,93,1,2
251,105,1,3
251,215,1,4
251,219,10,
251,345,19,
251,246,28,
251,226,37,
251,363,46,
251,377,55,
251,248,64,
251,361,73,
251,437,82,
251,195,91,
252,1,1,1
252,43,1,2
252,71,6,
252,98,11,
252,228,16,
252,103,21,
252,72,26,
252,97,31,
252,21,36,
252,197,41,
252,202,46,
252,412,51,
253,1,1,1
253,43,1,2
253,71,1,3
253,98,1,4
253,71,6,
253,98,11,
253,210,16,
253,228,17,
253,103,23,
253,348,29,
253,97,35,
253,21,41,
253,197,47,
253,206,53,
253,437,59,
254,400,1,1
254,1,1,2
254,43,1,3
254,71,1,4
254,98,1,5
254,71,6,
254,98,11,
254,404,16,
254,228,17,
254,103,23,
254,348,29,
254,97,35,
254,21,43,
254,197,51,
254,206,59,
254,437,67,
255,10,1,1
255,45,1,2
255,116,7,
255,52,10,
255,64,16,
255,28,19,
255,83,25,
255,98,28,
255,163,34,
255,119,37,
255,53,43,
256,10,1,1
256,45,1,2
256,116,1,3
256,52,1,4
256,116,7,
256,52,13,
256,24,16,
256,64,17,
256,28,21,
256,339,28,
256,98,32,
256,163,39,
256,119,43,
256,327,50,
256,394,54,
257,7,1,1
257,136,1,2
257,10,1,3
257,45,1,4
257,116,1,5
257,52,1,6
257,116,7,
257,52,13,
257,24,16,
257,64,17,
257,28,21,
257,339,28,
257,98,32,
257,299,36,
257,163,42,
257,413,49,
257,327,59,
257,394,66,
258,33,1,1
258,45,1,2
258,189,6,
258,55,10,
258,117,15,
258,193,19,
258,300,24,
258,36,28,
258,250,33,
258,182,37,
258,56,42,
258,283,46,
259,33,1,1
259,45,1,2
259,189,1,3
259,55,1,4
259,189,6,
259,55,10,
259,117,15,
259,341,16,
259,193,20,
259,426,25,
259,36,31,
259,330,37,
259,182,42,
259,89,46,
259,283,53,
260,33,1,1
260,45,1,2
260,189,1,3
260,55,1,4
260,189,6,
260,55,10,
260,117,15,
260,341,16,
260,193,20,
260,426,25,
260,36,31,
260,330,39,
260,182,46,
260,89,52
260,283,61
260,359,69
261,33,1
261,336,5
261,28,9
261,44,13
261,316,17
261,46,21
261,207,25
261,372,29
261,184,33
261,269,37
261,373,41
261,36,45
261,389,49
261,242,53,
262,33,1,1
262,336,1,2
262,28,1,3
262,44,1,4
262,336,5,
262,28,9,
262,44,13,
262,316,17,
262,46,22,
262,207,27,
262,372,32,
262,184,37,
262,269,42,
262,373,47,
262,36,52,
262,168,57,
262,389,62,
263,33,1,1
263,45,1,2
263,39,5,
263,29,9,
263,28,13,
263,316,17,
263,300,21,
263,42,25,
263,343,29,
263,516,33,
263,175,37,
263,156,41,
263,187,45,
263,374,49,
264,415,1,1
264,33,1,2
264,45,1,3
264,39,1,4
264,29,1,5
264,39,5,
264,29,9,
264,28,13,
264,316,17,
264,300,23,
264,154,29,
264,343,35,
264,516,41,
264,163,47,
264,156,53,
264,187,59,
264,374,65,
265,33,1,1
265,81,1,2
265,40,5,
265,450,15,
266,106,1,
266,106,7,
267,71,1,
267,71,10,
267,16,13,
267,78,17,
267,234,20,
267,72,24,
267,18,27,
267,213,31,
267,318,34,
267,202,38
267,405,41
267,483,45
268,106,1
268,106,7
269,93,1
269,93,10
269,16,13
269,182,17
269,236,20
269,60,24
269,18,27
269,113,31
269,318,34
269,92,38
269,405,41
269,483,45
270,310,1
270,45,3
270,71,5
270,267,7
270,54,11
270,363,15
270,72,19
270,61,25
270,428,31
270,240,37
270,412,45
271,310,1
271,45,3
271,71,5
271,267,7
271,252,11,
271,154,15,
271,346,19,
271,61,25,
271,428,31,
271,253,37,
271,56,45,
272,310,1,1
272,45,1,2
272,72,1,3
272,267,1,4
273,117,1,
273,106,3,
273,74,7,
273,267,13,
273,235,21,
273,241,31,
273,153,43,
274,75,1,1
274,1,1,2
274,106,3,
274,74,7,
274,267,13,
274,252,19,
274,259,25,
274,185,31,
274,13,37,
274,207,43,
274,326,49,
275,185,1,1
275,18,1,2
275,417,1,3
275,75,1,4
275,536,19,
275,437,49,
276,64,1,1
276,45,1,2
276,116,4,
276,98,8,
276,17,13,
276,104,19,
276,283,26,
276,332,34,
